UF;Município;DSVACINAmn;Distribuída aos Municípios
MG;Coronel Xavier Chaves;PFIZER/BIONTECH;2880
MG;Córrego Danta;BUTANTAN/SINOVAC;1484
MG;Córrego Danta;FIOCRUZ/ASTRAZENECA;1990
MG;Córrego Danta;JANSSEN (JOHNSON & JOHNSON);140
MG;Córrego Danta;PFIZER/BIONTECH;2382
MG;Córrego Do Bom Jesus;BUTANTAN/SINOVAC;2008
MG;Córrego Do Bom Jesus;FIOCRUZ/ASTRAZENECA;2355
MG;Córrego Do Bom Jesus;JANSSEN (JOHNSON & JOHNSON);120
MG;Córrego Do Bom Jesus;PFIZER/BIONTECH;3000
MG;Córrego Fundo;BUTANTAN/SINOVAC;2618
MG;Córrego Fundo;FIOCRUZ/ASTRAZENECA;3945
MG;Córrego Fundo;JANSSEN (JOHNSON & JOHNSON);185
MG;Córrego Fundo;PFIZER/BIONTECH;5874
MG;Córrego Novo;BUTANTAN/SINOVAC;1236
MG;Córrego Novo;FIOCRUZ/ASTRAZENECA;1685
MG;Córrego Novo;JANSSEN (JOHNSON & JOHNSON);100
MG;Córrego Novo;PFIZER/BIONTECH;2016
MG;Couto De Magalhães De Minas;BUTANTAN/SINOVAC;1448
MG;Couto De Magalhães De Minas;FIOCRUZ/ASTRAZENECA;3770
MG;Couto De Magalhães De Minas;JANSSEN (JOHNSON & JOHNSON);140
MG;Couto De Magalhães De Minas;PFIZER/BIONTECH;2814
MG;Crisólita;BUTANTAN/SINOVAC;1898
MG;Crisólita;FIOCRUZ/ASTRAZENECA;3110
MG;Crisólita;JANSSEN (JOHNSON & JOHNSON);130
MG;Crisólita;PFIZER/BIONTECH;3984
MG;Cristais;BUTANTAN/SINOVAC;4232
MG;Cristais;FIOCRUZ/ASTRAZENECA;8140
MG;Cristais;JANSSEN (JOHNSON & JOHNSON);725
MG;Cristais;PFIZER/BIONTECH;10788
MG;Cristália;BUTANTAN/SINOVAC;1815
MG;Cristália;FIOCRUZ/ASTRAZENECA;4075
MG;Cristália;JANSSEN (JOHNSON & JOHNSON);120
MG;Cristália;PFIZER/BIONTECH;3666
MG;Cristiano Otoni;BUTANTAN/SINOVAC;2144
MG;Cristiano Otoni;FIOCRUZ/ASTRAZENECA;3005
MG;Cristiano Otoni;JANSSEN (JOHNSON & JOHNSON);125
MG;Cristiano Otoni;PFIZER/BIONTECH;3654
MG;Cristina;BUTANTAN/SINOVAC;4452
MG;Cristina;FIOCRUZ/ASTRAZENECA;6190
MG;Cristina;JANSSEN (JOHNSON & JOHNSON);295
MG;Cristina;PFIZER/BIONTECH;7566
MG;Crucilândia;BUTANTAN/SINOVAC;2842
MG;Crucilândia;FIOCRUZ/ASTRAZENECA;4010
MG;Crucilândia;JANSSEN (JOHNSON & JOHNSON);145
MG;Crucilândia;PFIZER/BIONTECH;4020
MG;Cruzeiro Da Fortaleza;BUTANTAN/SINOVAC;1982
MG;Cruzeiro Da Fortaleza;FIOCRUZ/ASTRAZENECA;2580
MG;Cruzeiro Da Fortaleza;JANSSEN (JOHNSON & JOHNSON);135
MG;Cruzeiro Da Fortaleza;PFIZER/BIONTECH;3048
MG;Cruzília;BUTANTAN/SINOVAC;7900
MG;Cruzília;FIOCRUZ/ASTRAZENECA;10880
MG;Cruzília;JANSSEN (JOHNSON & JOHNSON);405
MG;Cruzília;PFIZER/BIONTECH;12126
MG;Cuparaque;BUTANTAN/SINOVAC;1598
MG;Cuparaque;FIOCRUZ/ASTRAZENECA;2635
MG;Cuparaque;JANSSEN (JOHNSON & JOHNSON);130
MG;Cuparaque;PFIZER/BIONTECH;2814
MG;Curral De Dentro;BUTANTAN/SINOVAC;3014
MG;Curral De Dentro;FIOCRUZ/ASTRAZENECA;5140
MG;Curral De Dentro;JANSSEN (JOHNSON & JOHNSON);170
MG;Curral De Dentro;PFIZER/BIONTECH;4620
MG;Curvelo;BUTANTAN/SINOVAC;37293
MG;Curvelo;FIOCRUZ/ASTRAZENECA;47260
MG;Curvelo;JANSSEN (JOHNSON & JOHNSON);3035
MG;Curvelo;PFIZER/BIONTECH;58968
MG;Datas;BUTANTAN/SINOVAC;2834
MG;Datas;FIOCRUZ/ASTRAZENECA;2915
MG;Datas;JANSSEN (JOHNSON & JOHNSON);115
MG;Datas;PFIZER/BIONTECH;4080
MG;Delfim Moreira;BUTANTAN/SINOVAC;3452
MG;Delfim Moreira;FIOCRUZ/ASTRAZENECA;4605
MG;Delfim Moreira;JANSSEN (JOHNSON & JOHNSON);200
MG;Delfim Moreira;PFIZER/BIONTECH;5892
MG;Delfinópolis;BUTANTAN/SINOVAC;3594
MG;Delfinópolis;FIOCRUZ/ASTRAZENECA;4955
MG;Delfinópolis;JANSSEN (JOHNSON & JOHNSON);190
MG;Delfinópolis;PFIZER/BIONTECH;5130
MG;Delta;BUTANTAN/SINOVAC;4358
MG;Delta;FIOCRUZ/ASTRAZENECA;5145
MG;Delta;JANSSEN (JOHNSON & JOHNSON);525
MG;Delta;PFIZER/BIONTECH;6696
MG;Descoberto;BUTANTAN/SINOVAC;2106
MG;Descoberto;FIOCRUZ/ASTRAZENECA;3240
MG;Descoberto;JANSSEN (JOHNSON & JOHNSON);145
MG;Descoberto;PFIZER/BIONTECH;3354
MG;Desterro De Entre Rios;BUTANTAN/SINOVAC;3732
MG;Desterro De Entre Rios;FIOCRUZ/ASTRAZENECA;5615
MG;Desterro De Entre Rios;JANSSEN (JOHNSON & JOHNSON);260
MG;Desterro De Entre Rios;PFIZER/BIONTECH;5472
MG;Desterro Do Melo;BUTANTAN/SINOVAC;2331
MG;Desterro Do Melo;FIOCRUZ/ASTRAZENECA;1785
MG;Desterro Do Melo;JANSSEN (JOHNSON & JOHNSON);65
MG;Desterro Do Melo;PFIZER/BIONTECH;2622
MG;Diamantina;BUTANTAN/SINOVAC;21956
MG;Diamantina;FIOCRUZ/ASTRAZENECA;27665
MG;Diamantina;JANSSEN (JOHNSON & JOHNSON);1815
MG;Diamantina;PFIZER/BIONTECH;39486
MG;Diogo De Vasconcelos;BUTANTAN/SINOVAC;1619
MG;Diogo De Vasconcelos;FIOCRUZ/ASTRAZENECA;2345
MG;Diogo De Vasconcelos;JANSSEN (JOHNSON & JOHNSON);130
MG;Diogo De Vasconcelos;PFIZER/BIONTECH;2694
MG;Dionísio;BUTANTAN/SINOVAC;3156
MG;Dionísio;FIOCRUZ/ASTRAZENECA;5465
MG;Dionísio;JANSSEN (JOHNSON & JOHNSON);235
MG;Dionísio;PFIZER/BIONTECH;4560
MG;Divinésia;BUTANTAN/SINOVAC;1638
MG;Divinésia;FIOCRUZ/ASTRAZENECA;3315
MG;Divinésia;JANSSEN (JOHNSON & JOHNSON);200
MG;Divinésia;PFIZER/BIONTECH;2766
MG;Divino;BUTANTAN/SINOVAC;7812
MG;Divino;FIOCRUZ/ASTRAZENECA;12770
MG;Divino;JANSSEN (JOHNSON & JOHNSON);405
MG;Divino;PFIZER/BIONTECH;16860
MG;Divino Das Laranjeiras;BUTANTAN/SINOVAC;1842
MG;Divino Das Laranjeiras;FIOCRUZ/ASTRAZENECA;3560
MG;Divino Das Laranjeiras;JANSSEN (JOHNSON & JOHNSON);175
MG;Divino Das Laranjeiras;PFIZER/BIONTECH;2694
MG;Divinolândia De Minas;BUTANTAN/SINOVAC;2681
MG;Divinolândia De Minas;FIOCRUZ/ASTRAZENECA;4875
MG;Divinolândia De Minas;JANSSEN (JOHNSON & JOHNSON);200
MG;Divinolândia De Minas;PFIZER/BIONTECH;4812
MG;Divinópolis;BUTANTAN/SINOVAC;108506
MG;Divinópolis;FIOCRUZ/ASTRAZENECA;135540
MG;Divinópolis;JANSSEN (JOHNSON & JOHNSON);10725
MG;Divinópolis;PFIZER/BIONTECH;172626
MG;Divisa Alegre;BUTANTAN/SINOVAC;3374
MG;Divisa Alegre;FIOCRUZ/ASTRAZENECA;3135
MG;Divisa Alegre;JANSSEN (JOHNSON & JOHNSON);150
MG;Divisa Alegre;PFIZER/BIONTECH;4650
MG;Divisa Nova;BUTANTAN/SINOVAC;2836
MG;Divisa Nova;FIOCRUZ/ASTRAZENECA;3200
MG;Divisa Nova;JANSSEN (JOHNSON & JOHNSON);125
MG;Divisa Nova;PFIZER/BIONTECH;4140
MG;Divisópolis;BUTANTAN/SINOVAC;3200
MG;Divisópolis;FIOCRUZ/ASTRAZENECA;5290
MG;Divisópolis;JANSSEN (JOHNSON & JOHNSON);280
MG;Divisópolis;PFIZER/BIONTECH;5406
MG;Dom Bosco;BUTANTAN/SINOVAC;1334
MG;Dom Bosco;FIOCRUZ/ASTRAZENECA;2850
MG;Dom Bosco;JANSSEN (JOHNSON & JOHNSON);120
MG;Dom Bosco;PFIZER/BIONTECH;2448
MG;Dom Cavati;BUTANTAN/SINOVAC;3088
MG;Dom Cavati;FIOCRUZ/ASTRAZENECA;3480
MG;Dom Cavati;JANSSEN (JOHNSON & JOHNSON);155
MG;Dom Cavati;PFIZER/BIONTECH;3348
MG;Dom Joaquim;BUTANTAN/SINOVAC;3076
MG;Dom Joaquim;FIOCRUZ/ASTRAZENECA;2760
MG;Dom Joaquim;JANSSEN (JOHNSON & JOHNSON);585
MG;Dom Joaquim;PFIZER/BIONTECH;3948
MG;Dom Silvério;BUTANTAN/SINOVAC;2818
MG;Dom Silvério;FIOCRUZ/ASTRAZENECA;4295
MG;Dom Silvério;JANSSEN (JOHNSON & JOHNSON);255
MG;Dom Silvério;PFIZER/BIONTECH;3810
MG;Dom Viçoso;BUTANTAN/SINOVAC;1072
MG;Dom Viçoso;FIOCRUZ/ASTRAZENECA;2840
MG;Dom Viçoso;JANSSEN (JOHNSON & JOHNSON);120
MG;Dom Viçoso;PFIZER/BIONTECH;2214
MG;Dona Euzebia;BUTANTAN/SINOVAC;2301
MG;Dona Euzebia;FIOCRUZ/ASTRAZENECA;4305
MG;Dona Euzebia;JANSSEN (JOHNSON & JOHNSON);195
MG;Dona Euzebia;PFIZER/BIONTECH;4362
MG;Dores De Campos;BUTANTAN/SINOVAC;4018
MG;Dores De Campos;FIOCRUZ/ASTRAZENECA;9745
MG;Dores De Campos;JANSSEN (JOHNSON & JOHNSON);380
MG;Dores De Campos;PFIZER/BIONTECH;6162
MG;Dores De Guanhães;BUTANTAN/SINOVAC;2230
MG;Dores De Guanhães;FIOCRUZ/ASTRAZENECA;4320
MG;Dores De Guanhães;JANSSEN (JOHNSON & JOHNSON);105
MG;Dores De Guanhães;PFIZER/BIONTECH;3012
MG;Dores Do Indaiá;BUTANTAN/SINOVAC;6118
MG;Dores Do Indaiá;FIOCRUZ/ASTRAZENECA;8470
MG;Dores Do Indaiá;JANSSEN (JOHNSON & JOHNSON);600
MG;Dores Do Indaiá;PFIZER/BIONTECH;9486
MG;Dores Do Turvo;BUTANTAN/SINOVAC;2134
MG;Dores Do Turvo;FIOCRUZ/ASTRAZENECA;2705
MG;Dores Do Turvo;JANSSEN (JOHNSON & JOHNSON);135
MG;Dores Do Turvo;PFIZER/BIONTECH;3522
MG;Doresópolis;BUTANTAN/SINOVAC;884
MG;Doresópolis;FIOCRUZ/ASTRAZENECA;995
MG;Doresópolis;JANSSEN (JOHNSON & JOHNSON);55
MG;Doresópolis;PFIZER/BIONTECH;1164
MG;Douradoquara;BUTANTAN/SINOVAC;954
MG;Douradoquara;FIOCRUZ/ASTRAZENECA;1465
MG;Douradoquara;JANSSEN (JOHNSON & JOHNSON);95
MG;Douradoquara;PFIZER/BIONTECH;1842
MG;Durandé;BUTANTAN/SINOVAC;3114
MG;Durandé;FIOCRUZ/ASTRAZENECA;4840
MG;Durandé;JANSSEN (JOHNSON & JOHNSON);185
MG;Durandé;PFIZER/BIONTECH;5424
MG;Elói Mendes;BUTANTAN/SINOVAC;10766
MG;Elói Mendes;FIOCRUZ/ASTRAZENECA;15860
MG;Elói Mendes;JANSSEN (JOHNSON & JOHNSON);1035
MG;Elói Mendes;PFIZER/BIONTECH;20268
MG;Engenheiro Caldas;BUTANTAN/SINOVAC;3674
MG;Engenheiro Caldas;FIOCRUZ/ASTRAZENECA;6070
MG;Engenheiro Caldas;JANSSEN (JOHNSON & JOHNSON);435
MG;Engenheiro Caldas;PFIZER/BIONTECH;5166
MG;Engenheiro Navarro;BUTANTAN/SINOVAC;3065
MG;Engenheiro Navarro;FIOCRUZ/ASTRAZENECA;4520
MG;Engenheiro Navarro;JANSSEN (JOHNSON & JOHNSON);230
MG;Engenheiro Navarro;PFIZER/BIONTECH;4692
MG;Entre Folhas;BUTANTAN/SINOVAC;2614
MG;Entre Folhas;FIOCRUZ/ASTRAZENECA;2960
MG;Entre Folhas;JANSSEN (JOHNSON & JOHNSON);155
MG;Entre Folhas;PFIZER/BIONTECH;3936
MG;Entre Rios De Minas;BUTANTAN/SINOVAC;6876
MG;Entre Rios De Minas;FIOCRUZ/ASTRAZENECA;11525
MG;Entre Rios De Minas;JANSSEN (JOHNSON & JOHNSON);350
MG;Entre Rios De Minas;PFIZER/BIONTECH;10668
MG;Ervália;BUTANTAN/SINOVAC;9624
MG;Ervália;FIOCRUZ/ASTRAZENECA;10875
MG;Ervália;JANSSEN (JOHNSON & JOHNSON);1280
MG;Ervália;PFIZER/BIONTECH;15390
MG;Esmeraldas;BUTANTAN/SINOVAC;22276
MG;Esmeraldas;FIOCRUZ/ASTRAZENECA;43685
MG;Esmeraldas;JANSSEN (JOHNSON & JOHNSON);1760
MG;Esmeraldas;PFIZER/BIONTECH;46932
MG;Espera Feliz;BUTANTAN/SINOVAC;10522
MG;Espera Feliz;FIOCRUZ/ASTRAZENECA;14680
MG;Espera Feliz;JANSSEN (JOHNSON & JOHNSON);600
MG;Espera Feliz;PFIZER/BIONTECH;17514
MG;Espinosa;BUTANTAN/SINOVAC;11752
MG;Espinosa;FIOCRUZ/ASTRAZENECA;17535
MG;Espinosa;JANSSEN (JOHNSON & JOHNSON);660
MG;Espinosa;PFIZER/BIONTECH;22092
MG;Espírito Santo Do Dourado;BUTANTAN/SINOVAC;4136
MG;Espírito Santo Do Dourado;FIOCRUZ/ASTRAZENECA;2970
MG;Espírito Santo Do Dourado;JANSSEN (JOHNSON & JOHNSON);80
MG;Espírito Santo Do Dourado;PFIZER/BIONTECH;3858
MG;Estiva;BUTANTAN/SINOVAC;5316
MG;Estiva;FIOCRUZ/ASTRAZENECA;6980
MG;Estiva;JANSSEN (JOHNSON & JOHNSON);305
MG;Estiva;PFIZER/BIONTECH;7944
MG;Estrela Dalva;BUTANTAN/SINOVAC;1248
MG;Estrela Dalva;FIOCRUZ/ASTRAZENECA;1750
MG;Estrela Dalva;JANSSEN (JOHNSON & JOHNSON);80
MG;Estrela Dalva;PFIZER/BIONTECH;1938
MG;Estrela Do Indaiá;BUTANTAN/SINOVAC;1476
MG;Estrela Do Indaiá;FIOCRUZ/ASTRAZENECA;2180
MG;Estrela Do Indaiá;JANSSEN (JOHNSON & JOHNSON);100
MG;Estrela Do Indaiá;PFIZER/BIONTECH;2322
MG;Estrela Do Sul;BUTANTAN/SINOVAC;3234
MG;Estrela Do Sul;FIOCRUZ/ASTRAZENECA;4895
MG;Estrela Do Sul;JANSSEN (JOHNSON & JOHNSON);240
MG;Estrela Do Sul;PFIZER/BIONTECH;5460
MG;Eugenópolis;BUTANTAN/SINOVAC;4500
MG;Eugenópolis;FIOCRUZ/ASTRAZENECA;7290
MG;Eugenópolis;JANSSEN (JOHNSON & JOHNSON);650
MG;Eugenópolis;PFIZER/BIONTECH;6732
MG;Ewbank Da Câmara;BUTANTAN/SINOVAC;1264
MG;Ewbank Da Câmara;FIOCRUZ/ASTRAZENECA;2960
MG;Ewbank Da Câmara;JANSSEN (JOHNSON & JOHNSON);120
MG;Ewbank Da Câmara;PFIZER/BIONTECH;3036
MG;Extrema;BUTANTAN/SINOVAC;25888
MG;Extrema;FIOCRUZ/ASTRAZENECA;24015
MG;Extrema;JANSSEN (JOHNSON & JOHNSON);2250
MG;Extrema;PFIZER/BIONTECH;38202
MG;Fama;BUTANTAN/SINOVAC;1203
MG;Fama;FIOCRUZ/ASTRAZENECA;1820
MG;Fama;JANSSEN (JOHNSON & JOHNSON);105
MG;Fama;PFIZER/BIONTECH;1872
MG;Faria Lemos;BUTANTAN/SINOVAC;1476
MG;Faria Lemos;FIOCRUZ/ASTRAZENECA;2240
MG;Faria Lemos;JANSSEN (JOHNSON & JOHNSON);90
MG;Faria Lemos;PFIZER/BIONTECH;2364
MG;Felício Dos Santos;BUTANTAN/SINOVAC;2708
MG;Felício Dos Santos;FIOCRUZ/ASTRAZENECA;2470
MG;Felício Dos Santos;JANSSEN (JOHNSON & JOHNSON);110
MG;Felício Dos Santos;PFIZER/BIONTECH;4242
MG;Felisburgo;BUTANTAN/SINOVAC;2794
MG;Felisburgo;FIOCRUZ/ASTRAZENECA;4060
MG;Felisburgo;JANSSEN (JOHNSON & JOHNSON);170
MG;Felisburgo;PFIZER/BIONTECH;4626
MG;Felixlândia;BUTANTAN/SINOVAC;6347
MG;Felixlândia;FIOCRUZ/ASTRAZENECA;8320
MG;Felixlândia;JANSSEN (JOHNSON & JOHNSON);345
MG;Felixlândia;PFIZER/BIONTECH;11670
MG;Fernandes Tourinho;BUTANTAN/SINOVAC;1198
MG;Fernandes Tourinho;FIOCRUZ/ASTRAZENECA;2555
MG;Fernandes Tourinho;JANSSEN (JOHNSON & JOHNSON);100
MG;Fernandes Tourinho;PFIZER/BIONTECH;1860
MG;Ferros;BUTANTAN/SINOVAC;4018
MG;Ferros;FIOCRUZ/ASTRAZENECA;8300
MG;Ferros;JANSSEN (JOHNSON & JOHNSON);330
MG;Ferros;PFIZER/BIONTECH;6534
MG;Fervedouro;BUTANTAN/SINOVAC;4340
MG;Fervedouro;FIOCRUZ/ASTRAZENECA;6110
MG;Fervedouro;JANSSEN (JOHNSON & JOHNSON);215
MG;Fervedouro;PFIZER/BIONTECH;8874
MG;Florestal;BUTANTAN/SINOVAC;3423
MG;Florestal;FIOCRUZ/ASTRAZENECA;4170
MG;Florestal;JANSSEN (JOHNSON & JOHNSON);240
MG;Florestal;PFIZER/BIONTECH;5334
MG;Formiga;BUTANTAN/SINOVAC;29218
MG;Formiga;FIOCRUZ/ASTRAZENECA;44450
MG;Formiga;JANSSEN (JOHNSON & JOHNSON);3630
MG;Formiga;PFIZER/BIONTECH;50478
MG;Formoso;BUTANTAN/SINOVAC;2380
MG;Formoso;FIOCRUZ/ASTRAZENECA;5170
MG;Formoso;JANSSEN (JOHNSON & JOHNSON);210
MG;Formoso;PFIZER/BIONTECH;5418
MG;Fortaleza De Minas;BUTANTAN/SINOVAC;1674
MG;Fortaleza De Minas;FIOCRUZ/ASTRAZENECA;2445
MG;Fortaleza De Minas;JANSSEN (JOHNSON & JOHNSON);120
MG;Fortaleza De Minas;PFIZER/BIONTECH;3024
MG;Fortuna De Minas;BUTANTAN/SINOVAC;1498
MG;Fortuna De Minas;FIOCRUZ/ASTRAZENECA;2440
MG;Fortuna De Minas;JANSSEN (JOHNSON & JOHNSON);70
MG;Fortuna De Minas;PFIZER/BIONTECH;2580
MG;Francisco Badaró;BUTANTAN/SINOVAC;3296
MG;Francisco Badaró;FIOCRUZ/ASTRAZENECA;6645
MG;Francisco Badaró;JANSSEN (JOHNSON & JOHNSON);170
MG;Francisco Badaró;PFIZER/BIONTECH;5064
MG;Francisco Dumont;BUTANTAN/SINOVAC;1914
MG;Francisco Dumont;FIOCRUZ/ASTRAZENECA;2995
MG;Francisco Dumont;JANSSEN (JOHNSON & JOHNSON);215
MG;Francisco Dumont;PFIZER/BIONTECH;3354
MG;Francisco Sá;BUTANTAN/SINOVAC;10132
MG;Francisco Sá;FIOCRUZ/ASTRAZENECA;14715
MG;Francisco Sá;JANSSEN (JOHNSON & JOHNSON);2010
MG;Francisco Sá;PFIZER/BIONTECH;14280
MG;Franciscópolis;BUTANTAN/SINOVAC;2144
MG;Franciscópolis;FIOCRUZ/ASTRAZENECA;3795
MG;Franciscópolis;JANSSEN (JOHNSON & JOHNSON);150
MG;Franciscópolis;PFIZER/BIONTECH;3642
MG;Frei Gaspar;BUTANTAN/SINOVAC;2618
MG;Frei Gaspar;FIOCRUZ/ASTRAZENECA;3445
MG;Frei Gaspar;JANSSEN (JOHNSON & JOHNSON);120
MG;Frei Gaspar;PFIZER/BIONTECH;4026
MG;Frei Inocêncio;BUTANTAN/SINOVAC;3240
MG;Frei Inocêncio;FIOCRUZ/ASTRAZENECA;5845
MG;Frei Inocêncio;JANSSEN (JOHNSON & JOHNSON);210
MG;Frei Inocêncio;PFIZER/BIONTECH;4776
MG;Frei Lagonegro;BUTANTAN/SINOVAC;1568
MG;Frei Lagonegro;FIOCRUZ/ASTRAZENECA;2275
MG;Frei Lagonegro;JANSSEN (JOHNSON & JOHNSON);175
MG;Frei Lagonegro;PFIZER/BIONTECH;3156
MG;Fronteira;BUTANTAN/SINOVAC;5462
MG;Fronteira;FIOCRUZ/ASTRAZENECA;9605
MG;Fronteira;JANSSEN (JOHNSON & JOHNSON);330
MG;Fronteira;PFIZER/BIONTECH;9420
MG;Fronteira Dos Vales;BUTANTAN/SINOVAC;1724
MG;Fronteira Dos Vales;FIOCRUZ/ASTRAZENECA;3275
MG;Fronteira Dos Vales;JANSSEN (JOHNSON & JOHNSON);150
MG;Fronteira Dos Vales;PFIZER/BIONTECH;2724
MG;Fruta De Leite;BUTANTAN/SINOVAC;1933
MG;Fruta De Leite;FIOCRUZ/ASTRAZENECA;3305
MG;Fruta De Leite;JANSSEN (JOHNSON & JOHNSON);120
MG;Fruta De Leite;PFIZER/BIONTECH;3012
MG;Frutal;BUTANTAN/SINOVAC;28133
MG;Frutal;FIOCRUZ/ASTRAZENECA;31175
MG;Frutal;JANSSEN (JOHNSON & JOHNSON);2135
MG;Frutal;PFIZER/BIONTECH;40038
MG;Frutal;-;264
MG;Funilândia;BUTANTAN/SINOVAC;2356
MG;Funilândia;FIOCRUZ/ASTRAZENECA;2250
MG;Funilândia;JANSSEN (JOHNSON & JOHNSON);100
MG;Funilândia;PFIZER/BIONTECH;3666
MG;Galiléia;BUTANTAN/SINOVAC;2784
MG;Galiléia;FIOCRUZ/ASTRAZENECA;4155
MG;Galiléia;JANSSEN (JOHNSON & JOHNSON);190
MG;Galiléia;PFIZER/BIONTECH;4086
MG;Gameleiras;BUTANTAN/SINOVAC;1828
MG;Gameleiras;FIOCRUZ/ASTRAZENECA;3465
MG;Gameleiras;JANSSEN (JOHNSON & JOHNSON);185
MG;Gameleiras;PFIZER/BIONTECH;3402
MG;Glaucilândia;BUTANTAN/SINOVAC;1525
MG;Glaucilândia;FIOCRUZ/ASTRAZENECA;1880
MG;Glaucilândia;JANSSEN (JOHNSON & JOHNSON);110
MG;Glaucilândia;PFIZER/BIONTECH;2544
MG;Goiabeira;BUTANTAN/SINOVAC;1252
MG;Goiabeira;FIOCRUZ/ASTRAZENECA;1815
MG;Goiabeira;JANSSEN (JOHNSON & JOHNSON);85
MG;Goiabeira;PFIZER/BIONTECH;2454
MG;Goianá;BUTANTAN/SINOVAC;1574
MG;Goianá;FIOCRUZ/ASTRAZENECA;3200
MG;Goianá;JANSSEN (JOHNSON & JOHNSON);115
MG;Goianá;PFIZER/BIONTECH;3162
MG;Gonçalves;BUTANTAN/SINOVAC;2198
MG;Gonçalves;FIOCRUZ/ASTRAZENECA;2575
MG;Gonçalves;JANSSEN (JOHNSON & JOHNSON);115
MG;Gonçalves;PFIZER/BIONTECH;3186
MG;Gonzaga;BUTANTAN/SINOVAC;1794
MG;Gonzaga;FIOCRUZ/ASTRAZENECA;3635
MG;Gonzaga;JANSSEN (JOHNSON & JOHNSON);225
MG;Gonzaga;PFIZER/BIONTECH;3288
MG;Gouveia;BUTANTAN/SINOVAC;5486
MG;Gouveia;FIOCRUZ/ASTRAZENECA;6830
MG;Gouveia;JANSSEN (JOHNSON & JOHNSON);320
MG;Gouveia;PFIZER/BIONTECH;9600
MG;Governador Valadares;BUTANTAN/SINOVAC;107344
MG;Governador Valadares;FIOCRUZ/ASTRAZENECA;163895
MG;Governador Valadares;JANSSEN (JOHNSON & JOHNSON);16420
MG;Governador Valadares;PFIZER/BIONTECH;189654
MG;Grão Mogol;BUTANTAN/SINOVAC;4998
MG;Grão Mogol;FIOCRUZ/ASTRAZENECA;8815
MG;Grão Mogol;JANSSEN (JOHNSON & JOHNSON);360
MG;Grão Mogol;PFIZER/BIONTECH;10266
MG;Grupiara;BUTANTAN/SINOVAC;758
MG;Grupiara;FIOCRUZ/ASTRAZENECA;1230
MG;Grupiara;JANSSEN (JOHNSON & JOHNSON);100
MG;Grupiara;PFIZER/BIONTECH;1002
MG;Guanhães;BUTANTAN/SINOVAC;14690
MG;Guanhães;FIOCRUZ/ASTRAZENECA;19235
MG;Guanhães;JANSSEN (JOHNSON & JOHNSON);1850
MG;Guanhães;PFIZER/BIONTECH;25560
MG;Guapé;BUTANTAN/SINOVAC;6304
MG;Guapé;FIOCRUZ/ASTRAZENECA;8975
MG;Guapé;JANSSEN (JOHNSON & JOHNSON);325
MG;Guapé;PFIZER/BIONTECH;10062
MG;Guaraciaba;BUTANTAN/SINOVAC;4338
MG;Guaraciaba;FIOCRUZ/ASTRAZENECA;6490
MG;Guaraciaba;JANSSEN (JOHNSON & JOHNSON);210
MG;Guaraciaba;PFIZER/BIONTECH;7422
MG;Guaraciama;BUTANTAN/SINOVAC;2104
MG;Guaraciama;FIOCRUZ/ASTRAZENECA;2835
MG;Guaraciama;JANSSEN (JOHNSON & JOHNSON);180
MG;Guaraciama;PFIZER/BIONTECH;3924
MG;Guaranésia;BUTANTAN/SINOVAC;7276
MG;Guaranésia;FIOCRUZ/ASTRAZENECA;12075
MG;Guaranésia;JANSSEN (JOHNSON & JOHNSON);1465
MG;Guaranésia;PFIZER/BIONTECH;14076
MG;Guarani;BUTANTAN/SINOVAC;4060
MG;Guarani;FIOCRUZ/ASTRAZENECA;4970
MG;Guarani;JANSSEN (JOHNSON & JOHNSON);250
MG;Guarani;PFIZER/BIONTECH;6372
MG;Guarará;BUTANTAN/SINOVAC;1835
MG;Guarará;FIOCRUZ/ASTRAZENECA;2405
MG;Guarará;JANSSEN (JOHNSON & JOHNSON);110
MG;Guarará;PFIZER/BIONTECH;2766
MG;Guarda-Mor;BUTANTAN/SINOVAC;2877
MG;Guarda-Mor;FIOCRUZ/ASTRAZENECA;5035
MG;Guarda-Mor;JANSSEN (JOHNSON & JOHNSON);225
MG;Guarda-Mor;PFIZER/BIONTECH;5412
MG;Guaxupé;BUTANTAN/SINOVAC;19996
MG;Guaxupé;FIOCRUZ/ASTRAZENECA;31665
MG;Guaxupé;JANSSEN (JOHNSON & JOHNSON);2745
MG;Guaxupé;PFIZER/BIONTECH;40362
MG;Guidoval;BUTANTAN/SINOVAC;3680
MG;Guidoval;FIOCRUZ/ASTRAZENECA;5045
MG;Guidoval;JANSSEN (JOHNSON & JOHNSON);305
MG;Guidoval;PFIZER/BIONTECH;4764
MG;Guimarânia;BUTANTAN/SINOVAC;3570
MG;Guimarânia;FIOCRUZ/ASTRAZENECA;4835
MG;Guimarânia;JANSSEN (JOHNSON & JOHNSON);385
MG;Guimarânia;PFIZER/BIONTECH;6258
MG;Guiricema;BUTANTAN/SINOVAC;4298
MG;Guiricema;FIOCRUZ/ASTRAZENECA;5810
MG;Guiricema;JANSSEN (JOHNSON & JOHNSON);240
MG;Guiricema;PFIZER/BIONTECH;5844
MG;Gurinhatã;BUTANTAN/SINOVAC;2982
MG;Gurinhatã;FIOCRUZ/ASTRAZENECA;3765
MG;Gurinhatã;JANSSEN (JOHNSON & JOHNSON);135
MG;Gurinhatã;PFIZER/BIONTECH;4182
MG;Heliodora;BUTANTAN/SINOVAC;3062
